HourOfCall,IncidentGroup,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£)
15,Fire,2,2,2,5,1640
19,Special Service,1,1,1,4,1312
17,Fire,2,2,4,11,3608
1,Fire,2,2,2,5,1640
11,False Alarm,5,5,5,4,1312
17,Fire,2,2,24,63,20664
1,Fire,1,2,10,21,6888
12,Fire,2,2,5,15,4920
15,Fire,2,2,4,9,2952
15,Fire,3,4,25,82,26896
17,Fire,4,5,5,15,4920
20,Fire,4,5,5,7,2296
9,Fire,2,2,2,4,1312
16,Fire,2,2,4,10,3280
22,Fire,3,4,4,4,1312
4,Fire,1,2,2,10,3280
10,Fire,2,2,2,4,1312
16,Special Service,2,2,2,5,1640
16,Fire,5,5,5,4,1312
8,Fire,3,4,4,8,2624
21,Special Service,1,1,2,5,1640
17,Special Service,1,2,2,7,2296
21,Fire,2,2,2,6,1968
11,Fire,2,2,5,4,1312
11,Fire,2,3,3,5,1640
15,Fire,4,4,4,5,1640
17,Fire,2,2,4,5,1640
16,Fire,2,2,3,10,3280
9,Special Service,3,3,3,5,1640
13,Fire,1,2,2,5,1640
22,Fire,1,1,2,5,1640
7,Special Service,1,1,2,5,1640
21,Fire,2,2,5,10,3280
19,Fire,2,2,2,4,1312
1,Fire,4,5,9,40,13120
17,Fire,1,2,2,4,1312
10,Fire,3,5,5,4,1312
11,False Alarm,3,3,3,5,1640
7,Fire,2,2,2,4,1312
13,Fire,2,2,5,5,1640
19,Fire,2,2,2,5,1640
12,Special Service,1,1,1,4,1312
17,Fire,1,2,2,5,1640
22,Fire,1,2,2,4,1312
20,Fire,1,2,5,7,2296
1,Fire,4,5,5,4,1312
20,Fire,3,4,4,4,1312
11,Fire,5,5,5,4,1312
19,Fire,3,4,4,4,1312
17,Special Service,1,2,2,4,1312
9,Special Service,2,3,3,6,1968
8,Fire,2,2,5,8,2624
19,Special Service,1,2,2,4,1312
15,Fire,2,2,4,6,1968
15,Fire,2,3,3,4,1312
7,Fire,2,3,3,6,1968
5,Special Service,4,4,5,16,5248
18,Special Service,2,3,3,6,1968
6,Fire,2,2,8,25,8200
20,Special Service,1,2,2,4,1312
17,Special Service,4,4,6,19,6232
16,False Alarm,5,5,5,5,1640
2,Special Service,4,5,5,5,1640
19,Fire,1,1,2,4,1312
8,Fire,1,2,4,6,1968
1,Fire,2,2,7,21,6888
21,Fire,1,2,6,10,3280
18,Fire,2,2,5,12,3936
0,Fire,1,2,2,7,2296
0,False Alarm,4,5,5,4,1312
17,Fire,3,3,3,4,1312
7,Fire,1,2,5,10,3280
4,Fire,5,5,5,4,1312
7,Fire,1,2,2,4,1312
12,Fire,3,4,12,25,8200
19,Fire,2,2,7,22,7216
21,Fire,2,2,9,25,8200
6,Special Service,1,1,2,4,1312
1,Fire,1,2,2,4,1312
13,Fire,2,3,3,8,2624
10,Special Service,2,2,2,4,1312
20,Fire,5,5,5,11,3608
8,Special Service,1,1,2,4,1312
10,Fire,1,2,2,6,1968
14,Special Service,2,2,2,4,1312
13,Fire,2,2,7,19,6232
13,Fire,4,4,10,18,5904
23,Fire,2,4,4,5,1640
6,Special Service,1,2,2,4,1312
22,Fire,2,3,3,5,1640
17,Fire,3,3,3,10,3280
13,Fire,2,2,2,4,1312
10,Fire,3,4,5,6,1968
23,Special Service,1,2,2,4,1312
16,Fire,3,5,5,6,1968
18,Fire,4,5,5,8,2624
6,Fire,1,2,2,5,1640
19,Fire,2,3,3,4,1312
20,Special Service,2,2,2,4,1312
5,Special Service,2,2,2,4,1312
18,Fire,1,2,2,5,1640
16,Fire,2,2,6,18,5904
1,Fire,1,2,4,6,1968
11,Fire,1,2,9,17,5576
9,Fire,3,3,4,7,2296
11,Special Service,1,2,4,10,3280
7,Fire,3,5,5,7,2296
14,Fire,6,6,6,4,1312
18,Special Service,1,2,2,4,1312
7,Fire,4,4,6,8,2624
18,Fire,3,4,4,5,1640
6,Fire,1,1,1,4,1312
17,Fire,2,2,3,7,2296
15,Fire,2,3,3,7,2296
11,Special Service,2,2,2,4,1312
12,Fire,2,2,5,12,3936
17,Fire,2,2,7,19,6232
20,Fire,2,2,4,11,3608
16,Special Service,2,2,2,4,1312
22,Special Service,1,1,3,11,3608
12,Special Service,1,1,1,4,1312
17,Fire,1,2,3,8,2624
19,Fire,2,3,13,48,15744
4,Fire,3,3,7,9,2952
20,Fire,1,2,2,5,1640
10,Fire,1,2,4,9,2952
23,Fire,2,2,4,9,2952
22,Fire,2,3,3,5,1640
15,Fire,2,2,2,4,1312
17,Fire,2,2,4,8,2624
5,Fire,2,2,18,51,16728
15,Fire,1,1,11,31,10168
19,Fire,2,2,2,4,1312
3,Fire,2,2,2,5,1640
3,Fire,2,2,2,4,1312
5,Fire,3,4,11,30,9840
14,Fire,5,5,5,5,1640
1,Fire,2,4,27,123,40344
22,Fire,1,2,2,4,1312
18,Fire,3,3,3,4,1312
11,Special Service,2,2,2,5,1640
2,Special Service,3,3,3,5,1640
5,Fire,2,2,4,7,2296
12,Special Service,2,2,2,4,1312
19,Special Service,1,2,2,4,1312
18,Fire,3,5,5,7,2296
21,Special Service,1,1,2,4,1312
12,Fire,2,3,3,4,1312
20,Fire,4,5,5,4,1312
18,Special Service,2,3,3,4,1312
0,Fire,1,2,2,5,1640
18,Special Service,1,2,2,6,1968
4,Fire,1,2,8,22,7216
9,Fire,2,3,36,140,45920
22,Fire,3,4,5,6,1968
17,Fire,2,2,3,8,2624
6,Special Service,2,3,4,12,3936
15,Fire,2,2,2,5,1640
16,False Alarm,3,5,5,5,1640
1,Fire,1,1,1,4,1312
17,False Alarm,2,3,3,4,1312
14,Fire,2,2,3,12,3936
6,Fire,4,5,5,8,2624
17,Fire,1,2,2,4,1312
14,Fire,2,2,4,6,1968
19,Fire,1,2,4,6,1968
20,Fire,1,2,2,6,1968
22,Fire,2,2,2,4,1312
0,Fire,2,2,6,8,2624
2,Fire,2,2,2,4,1312
23,Fire,1,2,3,6,1968
13,Fire,3,3,4,6,1968
0,Fire,1,2,4,8,2624
1,Fire,2,3,3,7,2296
16,Fire,3,4,4,9,2952
21,Special Service,2,2,2,4,1312
22,Fire,2,2,12,44,14432
22,Special Service,1,2,2,4,1312
9,Fire,2,3,3,6,1968
14,Fire,2,2,6,14,4592
20,Fire,4,5,5,4,1312
1,Fire,2,2,4,8,2624
3,Fire,2,3,3,4,1312
12,Special Service,1,1,1,4,1312
23,Fire,2,2,2,4,1312
11,Special Service,1,1,2,7,2296
23,Fire,2,3,3,5,1640
17,Fire,2,4,6,12,3936
14,Fire,2,3,3,4,1312
15,Fire,2,2,5,13,4264
14,Fire,2,3,3,4,1312
10,Fire,2,2,2,4,1312
1,Fire,2,2,4,10,3280
16,Fire,2,3,3,6,1968
17,Fire,2,2,4,6,1968
10,Fire,2,2,4,6,1968
17,Fire,2,3,3,9,2952
13,Special Service,1,1,3,12,3936
14,Fire,2,2,3,4,1312
11,Fire,1,1,3,4,1312
1,Fire,2,2,4,7,2296
0,Special Service,1,1,1,6,1968
3,Fire,2,2,2,7,2296
3,Special Service,1,1,2,7,2296
19,Fire,1,2,2,4,1312
4,Fire,1,2,2,4,1312
6,Fire,2,2,4,10,3280
20,Fire,2,2,2,4,1312
13,Special Service,1,1,7,17,5576
15,Fire,5,5,5,7,2296
21,Fire,2,2,3,4,1312
7,Fire,1,2,2,5,1640
12,Fire,2,2,2,6,1968
17,Fire,4,5,5,4,1312
21,Special Service,2,2,2,4,1312
11,Fire,2,2,2,4,1312
13,Special Service,4,4,5,4,1312
7,Fire,1,2,5,14,4592
13,Fire,4,5,6,7,2296
5,Special Service,1,2,2,5,1640
15,Fire,6,8,8,12,3936
10,Fire,2,2,2,6,1968
19,False Alarm,4,5,5,4,1312
22,Fire,1,2,2,5,1640
13,False Alarm,5,5,5,4,1312
14,Fire,3,3,4,9,2952
1,Fire,1,2,2,4,1312
17,Special Service,3,4,4,5,1640
5,Fire,1,1,2,4,1312
20,Fire,2,2,4,8,2624
7,False Alarm,7,8,8,5,1640
22,Fire,1,2,3,4,1312
18,Fire,2,3,10,30,9840
12,Special Service,2,2,2,4,1312
23,Fire,1,2,2,4,1312
7,Fire,1,1,4,6,1968
6,Special Service,2,3,3,7,2296
16,Fire,2,2,2,5,1640
19,Fire,5,5,5,10,3280
7,Fire,2,2,5,14,4592
11,Special Service,2,3,3,4,1312
23,Fire,2,3,3,5,1640
6,Fire,1,1,1,6,1968
12,Fire,2,2,2,4,1312
11,Special Service,2,2,2,5,1640
12,Special Service,2,3,3,5,1640
19,False Alarm,4,5,5,4,1312
16,Special Service,NULL,NULL,2,6,1968
14,Fire,1,2,2,4,1312
2,Special Service,2,3,3,4,1312
7,Fire,3,5,8,20,6560
4,Fire,3,4,4,9,2952
21,Fire,3,4,4,8,2624
18,Fire,1,1,2,4,1312
17,Fire,2,2,2,5,1640
11,Special Service,3,3,3,4,1312
23,Special Service,2,3,3,6,1968
10,Fire,1,2,5,7,2296
22,Fire,4,5,5,4,1312
0,Fire,4,5,5,4,1312
18,Special Service,1,1,2,4,1312
9,Fire,1,2,6,13,4264
16,Fire,3,4,4,8,2624
6,Fire,2,2,5,9,2952
1,Fire,2,3,3,5,1640
9,Special Service,2,2,2,4,1312
3,Fire,1,1,2,4,1312
14,Fire,5,5,7,6,1968
13,Fire,4,5,5,7,2296
22,Special Service,2,2,2,5,1640
14,Fire,2,2,2,4,1312
21,Fire,2,2,2,5,1640
16,Fire,2,2,4,7,2296
13,Fire,3,3,3,4,1312
17,Fire,2,2,3,4,1312
9,Special Service,1,1,1,4,1312
3,False Alarm,5,5,5,4,1312
18,Fire,2,3,3,4,1312
7,Special Service,2,4,4,5,1640
0,Fire,5,5,10,28,9184
17,Special Service,2,2,3,8,2624
12,Fire,2,2,4,6,1968
22,Fire,3,3,3,4,1312
0,Special Service,1,1,2,7,2296
3,Fire,1,2,2,4,1312
7,Fire,3,5,5,7,2296
17,Fire,4,4,4,6,1968
23,Fire,2,3,3,4,1312
12,Fire,2,3,3,4,1312
14,Special Service,1,1,1,4,1312
16,Special Service,1,2,2,4,1312
19,Fire,2,3,3,4,1312
17,Fire,2,2,7,23,7544
11,Fire,1,2,2,5,1640
11,Fire,2,2,4,8,2624
16,Fire,5,5,5,9,2952
14,Fire,1,2,2,4,1312
2,Fire,2,2,2,6,1968
17,Special Service,1,2,2,4,1312
23,Fire,2,2,2,5,1640
17,Special Service,1,1,2,5,1640
20,Fire,2,3,3,8,2624
8,Fire,2,3,5,10,3280
13,Special Service,2,2,2,8,2624
10,Special Service,1,2,2,4,1312
13,Fire,2,3,3,4,1312
8,Special Service,2,2,2,4,1312
10,Fire,1,2,2,4,1312
9,Special Service,1,1,2,6,1968
17,False Alarm,3,3,3,5,1640
22,Fire,5,5,5,4,1312
3,Special Service,2,2,2,4,1312
17,Fire,2,2,2,4,1312
23,Fire,2,2,2,4,1312
17,Special Service,2,2,2,4,1312
10,Fire,2,3,3,9,2952
13,Fire,4,4,4,4,1312
10,Special Service,1,1,2,4,1312
13,Fire,2,2,2,4,1312
23,Special Service,1,1,2,4,1312
7,Fire,1,2,2,7,2296
14,Fire,3,3,5,11,3608
12,Special Service,1,1,3,4,1312
15,Special Service,1,1,1,4,1312
11,Fire,2,2,4,14,4592
20,Fire,1,2,7,21,6888
15,Fire,3,3,3,7,2296
5,Fire,7,8,8,5,1640
19,Fire,2,2,7,17,5576
15,Fire,2,2,3,10,3280
2,Special Service,2,2,2,4,1312
14,Fire,2,3,3,6,1968
20,Fire,2,2,2,4,1312
19,Special Service,2,2,2,4,1312
12,Special Service,1,1,4,4,1312
2,Fire,1,1,10,31,10168
16,Fire,3,3,3,5,1640
23,Special Service,2,3,3,5,1640
22,Fire,2,3,3,4,1312
16,Fire,4,5,8,13,4264
22,Fire,1,1,1,6,1968
18,False Alarm,2,3,3,4,1312
6,Fire,2,4,21,68,22304
21,False Alarm,3,5,5,4,1312
15,Special Service,1,1,7,14,4592
3,Fire,1,2,2,7,2296
14,Fire,2,2,2,5,1640
5,Fire,1,2,23,79,25912
16,Fire,2,4,18,52,17056
16,Fire,2,3,3,4,1312
18,Fire,2,2,2,4,1312
0,Fire,4,4,12,33,10824
5,Fire,1,2,2,5,1640
9,Special Service,1,2,2,4,1312
20,Fire,2,2,2,4,1312
16,Special Service,3,4,4,5,1640
13,False Alarm,5,5,5,4,1312
18,False Alarm,2,2,2,4,1312
7,Special Service,1,1,3,5,1640
15,Special Service,2,2,4,8,2624
17,Fire,3,4,4,6,1968
3,Fire,2,3,3,6,1968
1,Fire,1,1,4,7,2296
14,Special Service,1,1,1,5,1640
12,Fire,2,2,2,4,1312
0,Fire,1,2,2,4,1312
1,Special Service,1,2,2,4,1312
18,Fire,2,2,2,4,1312
12,Fire,4,5,5,4,1312
14,Fire,1,2,2,4,1312
3,Fire,2,2,10,32,10496
9,Fire,2,2,2,4,1312
21,Fire,4,5,5,5,1640
14,False Alarm,2,2,2,4,1312
21,Fire,3,5,5,4,1312
6,Fire,2,2,7,19,6232
9,Fire,2,2,2,4,1312
1,Fire,3,4,5,7,2296
12,Fire,5,5,6,6,1968
16,Fire,1,2,3,8,2624
12,Special Service,1,1,2,6,1968
13,Fire,1,2,6,11,3608
20,Fire,2,2,2,4,1312
1,Fire,1,2,4,6,1968
1,Fire,1,1,18,57,18696
0,Fire,1,2,4,6,1968
15,Fire,2,3,4,6,1968
5,Special Service,1,1,3,4,1312
9,Special Service,4,4,4,5,1640
9,Special Service,2,2,3,5,1640
18,Fire,5,5,5,9,2952
0,Fire,3,3,3,4,1312
14,Fire,1,2,4,7,2296
1,Fire,2,2,4,6,1968
8,Fire,1,2,5,6,1968
11,Fire,3,3,5,5,1640
3,Special Service,1,1,2,7,2296
22,Fire,1,2,2,4,1312
15,Fire,3,5,5,5,1640
9,Special Service,1,1,2,4,1312
20,Special Service,1,1,2,4,1312
16,Fire,2,3,3,7,2296
19,Fire,1,2,2,5,1640
22,Special Service,2,3,3,6,1968
2,Special Service,1,1,1,4,1312
19,False Alarm,4,5,7,4,1312
12,Fire,2,2,4,7,2296
5,Fire,2,2,6,18,5904
16,Fire,2,2,6,9,2952
14,Special Service,1,1,2,7,2296
5,Fire,2,4,4,5,1640
19,Special Service,2,2,2,4,1312
14,Fire,2,2,5,11,3608
10,Fire,1,2,2,4,1312
14,Fire,1,2,2,4,1312
15,Fire,2,2,5,12,3936
21,Fire,1,2,2,8,2624
19,Fire,4,5,5,4,1312
11,False Alarm,3,5,5,4,1312
5,Fire,2,3,3,5,1640
6,Fire,4,5,5,5,1640
2,Fire,2,2,4,8,2624
2,Fire,3,5,5,7,2296
21,Special Service,1,1,1,4,1312
12,Fire,2,2,6,14,4592
11,Fire,2,3,3,4,1312
15,Fire,2,2,4,11,3608
7,Fire,2,2,5,8,2624
16,Fire,2,3,4,4,1312
21,Fire,1,1,110,460,150880
18,Fire,2,4,8,16,5248
23,Special Service,1,1,2,6,1968
1,Fire,2,2,2,5,1640
9,Fire,5,5,5,6,1968
8,Fire,3,4,5,14,4592
20,Fire,2,2,4,6,1968
7,Fire,2,2,3,6,1968
22,Special Service,1,2,2,4,1312
8,Fire,2,2,2,6,1968
5,Special Service,2,2,2,4,1312
21,Fire,1,2,2,5,1640
19,Special Service,1,1,35,147,48216
16,Fire,2,2,2,6,1968
1,Fire,1,2,4,11,3608
22,Special Service,2,2,2,10,3280
2,False Alarm,1,2,2,4,1312
22,Fire,2,2,3,6,1968
16,Fire,4,4,8,28,9184
20,Fire,4,4,4,9,2952
17,Special Service,1,1,2,4,1312
8,Special Service,2,3,3,5,1640
11,Fire,2,2,2,4,1312
10,Fire,2,3,3,5,1640
13,False Alarm,2,2,2,4,1312
8,Fire,4,5,5,5,1640
1,Fire,3,4,4,9,2952
22,Special Service,2,2,2,4,1312
21,Special Service,1,2,2,5,1640
15,Fire,5,5,5,4,1312
18,Fire,1,2,2,4,1312
6,Fire,5,5,5,6,1968
10,Fire,6,8,9,10,3280
20,Fire,4,4,5,7,2296
16,Fire,2,3,3,6,1968
0,Fire,1,2,5,11,3608
15,Fire,2,2,2,5,1640
14,Fire,1,2,4,6,1968
21,Fire,1,2,4,10,3280
14,Fire,1,2,2,4,1312
19,Special Service,1,1,3,9,2952
12,Fire,2,3,3,5,1640
4,Fire,3,4,6,15,4920
13,Fire,2,2,5,8,2624
16,Fire,1,1,3,4,1312
19,Fire,2,2,6,10,3280
16,Fire,1,1,4,6,1968
10,Fire,1,2,3,10,3280
12,Special Service,1,2,2,4,1312
20,Fire,1,2,4,6,1968
16,Special Service,1,1,1,5,1640
10,Fire,1,1,1,4,1312
15,Fire,2,2,2,4,1312
21,Fire,1,2,5,13,4264
7,Special Service,1,1,4,7,2296
11,Fire,1,1,4,6,1968
0,Fire,1,2,2,5,1640
22,Fire,5,5,5,4,1312
16,Fire,2,3,3,7,2296
4,Fire,2,2,3,6,1968
17,Fire,1,2,2,4,1312
11,Fire,2,2,2,4,1312
12,Fire,5,5,5,12,3936
19,Fire,1,2,2,4,1312
10,False Alarm,1,2,2,4,1312
23,Fire,1,2,2,4,1312
13,Fire,2,2,3,4,1312
16,Fire,2,2,4,8,2624
14,Fire,3,4,15,45,14760
16,Fire,2,2,2,4,1312
20,Fire,4,4,6,10,3280
21,Fire,2,2,2,4,1312
18,Special Service,1,1,2,5,1640
8,Fire,1,1,8,13,4264
21,Fire,1,1,3,6,1968
16,Special Service,2,2,2,4,1312
15,Fire,2,2,2,6,1968
18,Fire,1,2,2,4,1312
10,Fire,4,4,4,8,2624
19,Fire,3,4,6,12,3936
17,Special Service,1,1,2,7,2296
16,Fire,3,3,3,5,1640
18,Fire,3,3,3,4,1312
0,Fire,2,2,2,4,1312
12,Fire,2,2,5,11,3608
19,Fire,1,2,2,5,1640
2,Fire,2,3,3,4,1312
11,Fire,2,2,3,5,1640
21,Fire,1,2,2,5,1640
18,Fire,5,5,5,4,1312
18,Fire,1,2,4,7,2296
4,Special Service,2,2,2,4,1312
21,Fire,2,2,4,9,2952
5,False Alarm,1,2,2,4,1312
22,Fire,1,2,2,6,1968
17,Fire,2,2,2,5,1640
17,Fire,5,5,5,8,2624
8,Fire,1,2,42,157,51496
15,Fire,2,3,5,11,3608
22,Fire,1,1,3,5,1640
10,Special Service,2,3,3,4,1312
18,Special Service,2,2,2,4,1312
13,Fire,2,2,2,6,1968
2,Special Service,1,1,6,25,8200
19,Special Service,1,1,2,5,1640
0,Fire,2,2,2,6,1968
19,Fire,2,3,3,5,1640
14,Special Service,1,1,3,4,1312
9,Fire,1,2,2,8,2624
10,Fire,2,2,6,14,4592
19,Fire,3,4,9,23,7544
15,Special Service,3,3,3,4,1312
8,Fire,3,4,4,5,1640
20,Special Service,1,1,16,57,18696
2,False Alarm,3,5,5,4,1312
2,Fire,2,2,4,4,1312
23,Fire,1,1,5,4,1312
1,False Alarm,3,5,5,4,1312
17,Fire,2,2,3,7,2296
6,Fire,2,2,7,20,6560
9,Fire,2,2,4,6,1968
19,Fire,1,2,5,14,4592
18,Special Service,5,5,5,4,1312
20,Fire,1,2,4,7,2296
18,Fire,2,2,2,4,1312
5,Fire,2,2,2,4,1312
23,Fire,2,2,2,5,1640
7,Fire,2,4,4,8,2624
15,Fire,2,2,4,9,2952
13,Fire,1,2,2,4,1312
22,Fire,5,5,7,19,6232
0,Fire,5,5,5,4,1312
11,Fire,2,3,3,4,1312
21,Fire,3,4,4,7,2296
21,Fire,2,2,4,7,2296
14,Fire,1,1,2,5,1640
11,Fire,4,5,5,8,2624
11,Fire,2,2,5,11,3608
18,Special Service,1,1,2,4,1312
16,Special Service,2,2,2,4,1312
12,Fire,4,5,5,5,1640
18,False Alarm,1,2,2,4,1312
21,Fire,2,3,4,6,1968
5,Fire,1,2,3,8,2624
6,Fire,2,2,4,12,3936
10,Special Service,1,1,11,39,12792
21,Fire,2,3,5,13,4264
18,Special Service,1,1,2,4,1312
15,Special Service,2,2,2,4,1312
17,Fire,2,3,4,9,2952
12,Special Service,1,1,1,4,1312
2,Fire,3,4,6,13,4264
17,Fire,3,4,6,11,3608
18,Special Service,3,3,3,5,1640
11,Fire,2,3,3,4,1312
9,Fire,1,2,3,4,1312
11,Fire,2,3,9,21,6888
16,Fire,2,2,2,6,1968
11,Fire,4,4,4,6,1968
18,Special Service,2,2,3,4,1312
13,Fire,2,2,2,4,1312
20,Fire,2,2,2,4,1312
18,Fire,1,2,6,18,5904
10,False Alarm,3,5,5,4,1312
10,Fire,1,2,2,5,1640
21,Fire,2,2,2,4,1312
2,Fire,1,1,2,4,1312
15,Fire,3,4,5,5,1640
13,Fire,2,2,2,5,1640
11,Fire,3,4,34,138,45264
23,Fire,2,3,6,7,2296
2,Fire,2,3,3,7,2296
11,Special Service,1,1,2,4,1312
13,Fire,2,2,4,6,1968
9,Special Service,1,1,3,8,2624
14,Fire,4,5,5,7,2296
17,Fire,2,3,3,4,1312
2,Fire,2,2,4,5,1640
13,Fire,3,3,4,5,1640
5,Fire,2,2,5,9,2952
15,Fire,2,2,4,10,3280
21,Fire,1,2,29,89,29192
17,Fire,4,5,5,5,1640
1,False Alarm,4,5,5,5,1640
1,Fire,2,2,2,4,1312
18,Fire,2,2,6,12,3936
3,Fire,4,5,5,7,2296
23,Special Service,3,3,3,4,1312
11,Special Service,1,2,2,5,1640
19,Fire,4,5,5,4,1312
13,Special Service,1,1,2,4,1312
20,False Alarm,2,3,3,4,1312
14,Fire,3,3,3,5,1640
16,Fire,4,5,5,4,1312
17,Fire,2,2,2,6,1968
9,Fire,1,2,6,11,3608
7,Fire,2,2,4,5,1640
21,Fire,2,2,2,5,1640
12,Fire,1,2,2,6,1968
4,Fire,2,2,2,5,1640
16,Special Service,2,3,3,6,1968
17,Fire,1,2,2,5,1640
11,Fire,2,2,9,22,7216
2,Fire,2,2,5,17,5576
9,Fire,2,2,2,4,1312
17,Fire,4,5,5,4,1312
5,Fire,4,5,6,5,1640
3,Fire,2,2,2,5,1640
7,Special Service,2,2,2,4,1312
9,Fire,2,2,3,7,2296
18,Fire,1,1,2,4,1312
9,Fire,1,2,3,8,2624
13,Fire,2,2,2,5,1640
21,Special Service,2,2,3,4,1312
11,Special Service,3,3,3,4,1312
1,Fire,1,1,4,8,2624
23,Fire,1,2,6,15,4920
12,Special Service,1,1,1,4,1312
16,Special Service,2,2,2,5,1640
9,Special Service,1,2,2,4,1312
23,Fire,3,4,198,984,322752
5,Special Service,2,2,2,4,1312
14,Fire,2,3,3,5,1640
18,Fire,2,2,5,12,3936
3,Special Service,1,1,1,4,1312
3,Fire,2,2,10,41,13448
23,Fire,3,5,5,6,1968
10,Special Service,1,1,2,6,1968
21,Fire,2,3,3,6,1968
22,Special Service,2,3,3,11,3608
17,Fire,1,2,2,4,1312
20,Fire,2,2,4,7,2296
12,Fire,3,4,5,12,3936
0,Special Service,5,5,5,5,1640
13,Special Service,2,2,2,4,1312
5,Fire,2,2,8,17,5576
21,Fire,2,2,2,9,2952
19,Fire,5,5,7,11,3608
12,Fire,1,2,2,5,1640
6,Fire,1,2,2,6,1968
4,False Alarm,1,2,2,4,1312
22,Fire,1,2,2,4,1312
2,Fire,2,2,8,19,6232
12,Fire,6,8,13,30,9840
8,False Alarm,5,5,5,4,1312
10,Special Service,3,3,3,4,1312
8,Fire,2,2,2,4,1312
5,Fire,2,2,5,12,3936
8,Special Service,1,2,2,5,1640
6,Fire,5,5,5,7,2296
16,False Alarm,2,2,2,4,1312
0,Special Service,1,1,2,4,1312
5,Fire,1,2,3,7,2296
21,Special Service,5,5,5,4,1312
8,Fire,1,2,4,5,1640
11,Special Service,2,2,2,4,1312
11,Fire,1,2,2,5,1640
12,Special Service,1,1,4,15,4920
16,Fire,3,5,5,4,1312
7,Special Service,2,2,2,4,1312
16,Fire,1,2,2,6,1968
9,Fire,1,2,2,5,1640
19,Fire,2,2,2,4,1312
17,Fire,1,2,3,6,1968
2,Special Service,3,3,3,6,1968
12,Fire,2,2,2,5,1640
10,Fire,3,4,4,5,1640
11,False Alarm,4,4,4,4,1312
1,Fire,2,3,7,13,4264
11,Fire,1,1,5,12,3936
14,Special Service,2,3,3,6,1968
0,Special Service,1,2,2,5,1640
4,Fire,1,1,5,21,6888
14,Special Service,3,3,3,5,1640
10,Fire,1,1,3,5,1640
7,False Alarm,4,5,5,6,1968
20,False Alarm,3,5,5,4,1312
11,Fire,4,4,4,4,1312
12,Fire,1,2,2,4,1312
9,Fire,1,2,2,7,2296
8,Fire,1,2,5,10,3280
13,Fire,2,3,4,7,2296
9,Fire,1,2,2,5,1640
9,False Alarm,1,1,3,4,1312
14,Fire,2,2,5,8,2624
19,Fire,2,2,2,5,1640
18,Special Service,2,2,2,4,1312
0,Special Service,1,1,1,4,1312
7,Fire,2,2,4,5,1640
8,Special Service,1,1,2,4,1312
17,Fire,1,2,5,9,2952
16,Special Service,2,2,2,4,1312
19,Fire,2,2,2,5,1640
4,Fire,2,2,19,83,27224
6,Special Service,2,2,2,5,1640
0,Special Service,1,1,4,7,2296
0,False Alarm,4,5,5,5,1640
16,Fire,2,2,2,4,1312
9,Special Service,1,2,2,4,1312
2,Fire,2,2,4,10,3280
17,Special Service,2,4,4,4,1312
8,Fire,2,3,9,13,4264
23,Fire,2,3,3,7,2296
12,Special Service,2,3,3,4,1312
2,False Alarm,2,3,3,4,1312
18,Special Service,1,2,2,4,1312
19,False Alarm,5,5,5,4,1312
11,Fire,2,2,4,10,3280
11,Fire,5,5,8,10,3280
7,False Alarm,4,5,5,4,1312
0,False Alarm,2,2,2,4,1312
13,Fire,5,5,5,4,1312
19,Special Service,1,1,1,4,1312
6,Fire,5,6,12,29,9512
21,Special Service,1,1,1,4,1312
14,Special Service,1,1,3,7,2296
9,Special Service,1,1,2,6,1968
1,Fire,2,2,2,4,1312
13,False Alarm,3,4,4,4,1312
19,Special Service,1,1,2,4,1312
17,Special Service,2,2,2,7,2296
18,Special Service,1,2,2,4,1312
18,Special Service,1,1,6,17,5576
14,Fire,3,5,5,4,1312
17,Fire,1,2,2,4,1312
15,Fire,2,2,3,5,1640
17,Special Service,1,1,2,5,1640
19,Special Service,2,2,4,10,3280
10,Special Service,1,1,1,5,1640
10,Special Service,1,1,2,8,2624
3,Special Service,1,1,2,7,2296
2,Special Service,1,1,2,8,2624
4,Special Service,4,4,5,5,1640
7,Fire,1,2,2,5,1640
2,Fire,2,2,2,4,1312
6,Special Service,1,1,1,6,1968
4,Special Service,1,1,2,4,1312
16,Special Service,1,1,2,5,1640
12,Special Service,1,1,5,17,5576
15,Special Service,2,2,2,4,1312
21,Fire,2,2,2,5,1640
20,False Alarm,2,2,2,4,1312
12,Special Service,1,1,2,6,1968
13,Fire,1,2,2,5,1640
14,Fire,3,4,4,6,1968
11,False Alarm,2,2,3,4,1312
3,Fire,1,2,11,24,7872
20,Special Service,2,3,3,4,1312
13,Fire,2,2,2,6,1968
18,Fire,2,2,2,7,2296
2,False Alarm,2,2,2,5,1640
12,Fire,2,3,3,4,1312
5,Special Service,2,2,2,4,1312
10,Fire,2,3,4,8,2624
14,Special Service,1,1,6,16,5248
14,Fire,3,4,4,7,2296
19,Special Service,2,3,3,6,1968
21,Special Service,2,3,3,6,1968
22,False Alarm,1,2,2,4,1312
18,Fire,1,2,2,4,1312
3,Fire,2,2,4,8,2624
19,Fire,1,2,6,11,3608
0,Fire,2,2,4,10,3280
19,False Alarm,1,2,2,5,1640
17,Special Service,2,3,3,4,1312
4,Special Service,1,1,3,6,1968
6,Fire,1,2,2,5,1640
19,False Alarm,2,3,3,4,1312
18,Fire,1,2,3,7,2296
16,Fire,2,2,2,5,1640
16,Special Service,4,4,4,11,3608
11,Fire,4,5,5,6,1968
